race,vehicle_number,lap,zone_id,classification,x_meters,y_meters
R1,113,11,5,Conservative,535784.4450570652,3710632.284831569
R1,113,11,6,Conservative,535530.6538187613,3710298.9114743965
R1,113,11,7,Conservative,535169.993333923,3710125.872711232
R1,113,11,8,Optimal,535099.4334438887,3710048.216733336
R1,113,11,9,Conservative,534892.3511320897,3710108.791021187
R1,113,11,10,Conservative,534939.2491393109,3710265.0270085316
R1,113,11,11,Conservative,535064.8916365068,3710195.698034361
R1,113,12,1,Conservative,535465.89564484,3710570.6254069763
R1,113,12,2,Conservative,535489.2684498803,3710763.9967386816
R1,113,12,3,Conservative,535272.179769913,3710272.161805662
R1,113,12,4,Conservative,535649.1768592924,3710622.901292272
R1,113,12,5,Optimal,535783.7288161486,3710634.3968886044
R1,113,12,6,Conservative,535529.9485324259,3710298.0629856056
R1,113,12,7,Conservative,535185.5352997459,3710137.771884899
R1,113,12,8,Optimal,535100.1387864131,3710049.065189822
R1,113,12,9,Optimal,534893.7572472154,3710111.756715957
R1,113,12,10,Conservative,534942.0843103172,3710264.6143515925
R1,113,12,11,Conservative,535061.3495649926,3710195.685138848
R1,113,13,1,Conservative,535465.1919307666,3710569.35398469
R1,113,13,2,Conservative,535489.9783814651,3710763.5764115998
R1,113,13,3,Conservative,535270.7753437734,3710268.7731162338
R1,113,13,4,Conservative,535649.1737278097,3710623.7471679803
R1,113,13,5,Optimal,535784.4371986265,3710634.399521013
R1,113,13,6,Conservative,535530.6491376738,3710300.1802872894
R1,113,13,7,Conservative,535170.7002089643,3710126.2982356288
R1,113,13,8,Optimal,535100.8502942338,3710048.2218968063
R1,113,13,9,Optimal,534894.467199914,3710111.3363451925
R1,113,13,10,Conservative,534942.0904483029,3710262.9226016393
R1,113,13,11,Conservative,535067.7314536314,3710194.016601823
R1,113,14,1,Conservative,535464.4835437025,3710569.3513758066
R1,113,14,2,Conservative,535489.2700086735,3710763.573800774
R1,113,14,3,Conservative,535271.4837528286,3710268.775710682
R1,113,14,4,Conservative,535649.1784250336,3710622.4783544177
R1,113,14,5,Optimal,535783.7319594624,3710633.5510128266
R1,113,14,6,Conservative,535503.1179355262,3710273.856265892
R1,113,14,7,Conservative,535172.1139588591,3710127.1492845807
R1,113,14,8,Optimal,535098.7296424992,3710046.9453395163
R1,113,14,9,Optimal,534895.8825083356,3710111.764415973
R1,113,14,10,Conservative,534940.6690264348,3710264.1862737252
R1,113,14,11,Conservative,535067.0214992574,3710194.436959879
R1,113,15,1,Conservative,535465.1950460301,3710568.508109122
R1,113,15,2,Conservative,535489.2684498803,3710763.9967386816
R1,113,15,3,Conservative,535271.4837528286,3710268.775710682
R1,113,15,4,Conservative,535649.8852425319,3710622.903914775
R1,113,15,5,Optimal,535784.4450570652,3710632.284831569
R1,113,15,6,Conservative,535508.0627630798,3710277.680986286
R1,113,15,7,Conservative,535170.7032978904,3710125.452360729
R1,113,15,8,Optimal,535098.7296424992,3710046.9453395163
R1,113,15,9,Optimal,534895.8871054973,3710110.495603818
R1,113,15,10,Conservative,534942.0904483029,3710262.9226016393
R1,113,15,11,Conservative,535064.1878416697,3710194.426642741
R1,113,16,1,Conservative,535467.2656869406,3710583.3187586623
R1,113,16,2,Conservative,535489.9830579372,3710762.3075978775
R1,113,16,3,Conservative,535271.4853017931,3710268.3527731234
R1,113,16,4,Conservative,535649.1799907746,3710622.055416564
R1,113,16,5,Optimal,535785.1534396976,3710632.2874640287
R1,113,16,6,Conservative,535553.221354242,3710326.4860817445
R1,113,16,7,Conservative,535171.4132619189,3710125.032010277
R1,113,16,8,Optimal,535100.8487528791,3710048.6448341953
R1,113,16,9,Optimal,534897.3085437798,3710109.2319252663
R1,113,16,10,Conservative,534939.9667548568,3710262.4919536617
R1,113,16,11,Conservative,535065.6046704624,3710194.4318012064
R1,113,17,1,Conservative,535467.2516673604,3710587.1251988052
R1,113,17,2,Conservative,535489.2731262597,3710762.727924959
R1,113,17,3,Conservative,535270.060739109,3710270.462272074
R1,113,17,4,Conservative,535649.8899398482,3710621.6351012117
R1,113,17,5,Conservative,535783.0330066734,3710631.0107531413
R1,113,17,6,Conservative,535500.9958271466,3710273.002556361
R1,113,17,7,Conservative,535171.4132619189,3710125.032010277
R1,113,17,8,Optimal,535102.9755697539,3710048.2296424033
R1,113,17,9,Optimal,534894.4656675889,3710111.759282577
R1,113,17,10,Conservative,534942.0904483029,3710262.9226016393
R1,113,17,11,Conservative,535062.0595190242,3710195.2647803747
R1,113,18,1,Conservative,535464.4882165041,3710568.0825624582
R1,113,18,2,Conservative,535489.2746850525,3710762.3049870515
R1,113,18,3,Conservative,535272.1906128881,3710269.2012427417
R1,113,18,4,Conservative,535649.1815565154,3710621.6324787084
R1,113,18,5,Conservative,535783.0235769226,3710633.5483804704
R1,113,18,6,Conservative,535531.3637861536,3710298.491150348
R1,113,18,7,Conservative,535171.4070839421,3710126.7237600805
R1,113,18,8,Optimal,535100.8518355883,3710047.7989594196
R1,113,18,9,Optimal,534895.175620319,3710111.3389118635
R1,113,18,10,Conservative,534939.965220454,3710262.914891151
R1,113,18,11,Conservative,535063.4778874821,3710194.8470010567
R1,113,19,1,Conservative,535465.8987601666,3710569.7795314076
R1,113,19,2,Conservative,535490.6914308222,3710762.3102087555
R1,113,19,3,Conservative,535272.1906128881,3710269.2012427417
R1,113,19,4,Conservative,535649.8805452142,3710624.1727283387
R1,113,19,5,Conservative,535781.6052402816,3710633.9660538025
R1,113,19,6,Conservative,535523.5947095891,3710292.1183393993
R1,113,19,7,Conservative,535176.3505729127,3710130.9712450663
R1,113,19,8,Aggressive,535098.7265599772,3710047.791214292
R1,113,19,9,Optimal,534898.0230942584,3710107.542742609
R1,113,19,10,Conservative,534943.487317598,3710268.425929595
R1,113,19,11,Conservative,535063.476347691,3710195.269938527
R1,113,20,1,Conservative,535465.1934883983,3710568.931046907
R1,113,20,2,Conservative,535489.984616761,3710761.88465997
R1,113,20,3,Conservative,535271.4822038639,3710269.198648241
R1,113,20,4,Conservative,535649.1815565154,3710621.6324787084
R1,113,20,5,Conservative,535783.7319594624,3710633.5510128266
R1,113,20,6,Conservative,535514.4166050451,3710283.6256219577
R1,113,20,7,Conservative,535171.4101729308,3710125.8778851773
R1,113,20,8,Optimal,535100.1449517073,3710047.37344027
R1,113,20,9,Aggressive,534895.884040723,3710111.341478588
R1,113,20,10,Conservative,534939.9667548568,3710262.4919536617
R1,113,20,11,Conservative,535063.4794272729,3710194.424063586
R1,113,21,1,Conservative,535465.1872578702,3710570.6227980405
R1,113,21,2,Conservative,535487.8548218235,3710763.145641368
R1,113,21,3,Conservative,535271.4837528286,3710268.775710682
R1,113,21,4,Conservative,535650.5967573782,3710622.0606616214
R1,113,21,5,Optimal,535783.738246088,3710631.859261272
R1,113,21,6,Conservative,535509.4749019081,3710278.955022995
R1,113,21,7,Conservative,535170.7002089643,3710126.2982356288
R1,113,21,8,Aggressive,535100.1449517073,3710047.37344027
R1,113,21,9,Aggressive,534895.1771526751,3710110.9159744787
R1,113,21,10,Conservative,534942.8019266408,3710262.07929693
R1,113,21,11,Conservative,535060.6457696912,3710194.4137474904
R1,113,22,1,Conservative,535464.4835437025,3710569.3513758066
R1,113,22,2,Conservative,535488.5647534074,3710762.7253141846
R1,113,22,3,Conservative,535270.7753437734,3710268.7731162338
R1,113,22,4,Conservative,535649.8883740763,3710622.058039066
R1,113,22,5,Conservative,535783.0235769226,3710633.5483804704
R1,113,22,6,Conservative,535515.8287421601,3710284.899659625
R1,113,22,7,Conservative,535170.7017534274,3710125.8752981783
R1,113,22,8,Optimal,535100.8502942338,3710048.2218968063
R1,113,22,9,Optimal,534894.4717968886,3710110.0675330386
R1,113,22,10,Conservative,534942.0919827989,3710262.4996641506
R1,113,22,11,Conservative,535062.769473118,3710194.844421955
R1,113,23,1,Conservative,535464.4851013032,3710568.9284380237
R1,113,23,2,Conservative,535489.276243845,3710761.8820491433
R1,113,23,3,Conservative,535270.7768927069,3710268.3501786757
R1,113,23,4,Conservative,535649.8915056201,3710621.212163359
R1,113,23,5,Optimal,535783.0267201735,3710632.7025046917
R1,113,23,6,Conservative,535530.6569394857,3710298.065599135
R1,113,23,7,Conservative,535171.4070839421,3710126.7237600805
R1,113,23,8,Aggressive,535100.8502942338,3710048.2218968063
R1,113,23,9,Optimal,534895.1740879627,3710111.7618492497
R1,113,23,10,Conservative,534940.670560869,3710263.763336236
R1,113,23,11,Conservative,535064.8993357721,3710193.5833470053
R1,113,24,1,Conservative,535465.1903731346,3710569.776922473
R1,113,24,2,Conservative,535489.276243845,3710761.8820491433
R1,113,24,3,Conservative,535269.3600745364,3710268.3449899363
R1,113,24,4,Conservative,535649.1831222561,3710621.2095408565
R1,113,24,5,Optimal,535783.0251485482,3710633.125442581
R1,113,24,6,Conservative,535510.1801914562,3710279.8035102356
R1,113,24,7,Conservative,535169.991789491,3710126.2956486824
R1,113,24,8,Optimal,535100.854918297,3710046.953084643
R1,113,24,9,Optimal,534893.7480534477,3710114.2943402748
R1,113,24,10,Conservative,534939.9636860512,3710263.3378286376
R1,113,24,11,Conservative,535062.769473118,3710194.844421955
R1,113,25,1,Conservative,535465.1919307666,3710569.35398469
R1,113,25,2,Conservative,535487.1511251,3710761.874216977
R1,113,25,3,Conservative,535270.7691480381,3710270.46486647
R1,113,25,4,Conservative,535649.1784250336,3710622.4783544177
R1,113,25,5,Optimal,535783.0251485482,3710633.125442581
R1,113,25,6,Conservative,535528.5379593782,3710296.366008184
R1,113,25,7,Conservative,535170.698664501,3710126.72117308
R1,113,25,8,Aggressive,535100.8502942338,3710048.2218968063
R1,113,25,9,Optimal,534895.175620319,3710111.3389118635
R1,113,25,10,Conservative,534939.965220454,3710262.914891151
R1,113,25,11,Conservative,535063.4794272729,3710194.424063586
R1,113,26,1,Conservative,535465.1950460301,3710568.508109122
R1,113,26,2,Conservative,535489.9830579372,3710762.3075978775
R1,113,26,3,Conservative,535271.4837528286,3710268.775710682
R1,113,26,4,Conservative,535649.8883740763,3710622.058039066
R1,113,26,5,Conservative,535782.3167659787,3710633.1228102767
R1,113,26,6,Conservative,535505.9437745034,3710275.9814004255
R1,113,26,7,Conservative,535171.4101729308,3710125.8778851773
R1,113,26,8,Optimal,535100.1464930305,3710046.950502882
R1,113,26,9,Aggressive,534894.4626029381,3710112.6051573493
R1,113,26,10,Conservative,534942.0889138067,3710263.3455391275
R1,113,26,11,Conservative,535062.0625984817,3710194.4189054347
R1,113,27,1,Conservative,535464.4928893043,3710566.8137491113
R1,113,27,2,Conservative,535489.9830579372,3710762.3075978775
R1,113,27,3,Conservative,535269.3600745364,3710268.3449899363
R1,113,27,4,Conservative,535649.1784250336,3710622.4783544177
R1,113,27,5,Conservative,535782.3167659787,3710633.1228102767
R1,113,27,6,Conservative,535525.7152516447,3710293.394991611
R1,113,27,7,Conservative,535171.4086284366,3710126.3008226287
R1,113,27,8,Aggressive,535100.8518355883,3710047.7989594196
R1,113,27,9,Optimal,534895.1694908929,3710113.0306614065
R1,113,27,10,Conservative,534942.0904483029,3710262.9226016393
R1,113,27,11,Conservative,535062.769473118,3710194.844421955
R1,113,28,1,Conservative,535465.89564484,3710570.6254069763
R1,113,28,2,Conservative,535487.1526837992,3710761.451279072
R1,113,28,3,Conservative,535270.7768927069,3710268.3501786757
R1,113,28,4,Conservative,535649.1815565154,3710621.6324787084
R1,113,28,5,Optimal,535782.3167659787,3710633.1228102767
R1,113,28,6,Conservative,535530.652258399,3710299.334412026
R1,113,28,7,Conservative,535175.6421537797,3710130.9686577017
R1,113,28,8,Aggressive,535100.8502942338,3710048.2218968063
R1,113,28,9,Optimal,534894.4656675889,3710111.759282577
R1,113,28,10,Conservative,534942.8019266408,3710262.07929693
R1,113,28,11,Conservative,535063.4794272729,3710194.424063586
R1,113,29,1,Conservative,535449.0313656803,3710533.3442831943
R1,5,2,7,Conservative,535171.4086284366,3710126.3008226287
R1,5,2,8,Conservative,535100.1464930305,3710046.950502882
R1,5,2,9,Conservative,534896.5817341956,3710114.304607069
R1,5,2,10,Conservative,534942.8034611677,3710261.656359442
R1,5,2,11,Conservative,535061.3695810526,3710190.186951748
R1,5,3,1,Conservative,535469.4531578787,3710566.4090745985
R1,5,3,2,Conservative,535499.8924820453,3710764.4588444703
R1,5,3,3,Conservative,535271.4822038639,3710269.198648241
R1,5,3,4,Conservative,535649.8915056201,3710621.212163359
R1,5,3,5,Optimal,535783.0220052969,3710633.9713183586
R1,5,3,6,Conservative,535530.6584998475,3710297.642661506
R1,5,3,7,Conservative,535170.7017534274,3710125.8752981783
R1,5,3,8,Aggressive,535100.8487528791,3710048.6448341953
R1,5,3,9,Conservative,534895.873314008,3710114.3020402924
R1,5,3,10,Conservative,534942.0904483029,3710262.9226016393
R1,5,3,11,Conservative,535062.7725526374,3710193.9985470143
R1,5,4,1,Conservative,535465.2075070776,3710565.124606868
R1,5,4,2,Conservative,535494.2379722797,3710761.054450208
R1,5,4,3,Conservative,535270.7691480381,3710270.46486647
R1,5,4,4,Conservative,535650.5920599682,3710623.3294751844
R1,5,4,5,Conservative,535780.8921431757,3710635.2322352687
R1,5,4,6,Conservative,535531.3606653668,3710299.33702561
R1,5,4,7,Conservative,535185.5352997459,3710137.771884899
R1,5,4,8,Conservative,535101.5587194073,3710048.22447862
R1,5,4,9,Conservative,534895.8825083356,3710111.764415973
R1,5,4,10,Conservative,534942.0904483029,3710262.9226016393
R1,5,4,11,Conservative,535062.7679333581,3710195.2673594253
R1,5,5,1,Conservative,535464.4928893043,3710566.8137491113
R1,5,5,2,Conservative,535492.8165494766,3710762.318041704
R1,5,5,3,Conservative,535269.3461346899,3710272.1514279693
R1,5,5,4,Conservative,535649.1815565154,3710621.6324787084
R1,5,5,5,Conservative,535780.1853322643,3710634.806665231
R1,5,5,6,Conservative,535530.652258399,3710299.334412026
R1,5,5,7,Conservative,535171.4070839421,3710126.7237600805
R1,5,5,8,Aggressive,535098.7281012383,3710047.368276904
R1,5,5,9,Conservative,534890.1615204079,3710126.54669226
R1,5,5,10,Conservative,534939.965220454,3710262.914891151
R1,5,5,11,Conservative,535057.1006186971,3710195.2467284817
R1,5,6,1,Conservative,535465.2012765551,3710566.8163579935
R1,5,6,2,Conservative,535493.5280403211,3710761.4747769763
R1,5,6,3,Conservative,535267.947902793,3710267.070988733
R1,5,6,4,Conservative,535652.7140778,3710624.1832188745
R1,5,6,5,Conservative,535782.3230523547,3710631.4310587263
R1,5,6,6,Conservative,535516.5371501794,3710284.9022721094
R1,5,6,7,Conservative,535169.9964227867,3710125.0268363315
R1,5,6,8,Optimal,535098.725018716,3710048.2141516786
R1,5,6,9,Aggressive,534898.7299824341,3710107.968246924
R1,5,6,10,Conservative,534939.9621516482,3710263.760766125
R1,5,6,11,Conservative,535064.8977959194,3710194.006284476
R1,5,7,1,Conservative,535465.2012765551,3710566.8163579935
R1,5,7,2,Conservative,535489.2793614299,3710761.03617333
R1,5,7,3,Conservative,535270.8016756206,3710261.583177774
R1,5,7,4,Conservative,535651.3004431758,3710623.3320977916
R1,5,7,5,Conservative,535781.6162412225,3710631.005488587
R1,5,7,6,Conservative,535531.3606653668,3710299.33702561
R1,5,7,7,Conservative,535169.9964227867,3710125.0268363315
R1,5,7,8,Optimal,535097.3112507702,3710047.363113747
R1,5,7,9,Optimal,534898.7284499235,3710108.3911843076
R1,5,7,10,Conservative,534939.9667548568,3710262.4919536617
R1,5,7,11,Conservative,535064.8977959194,3710194.006284476
R1,5,8,1,Conservative,535465.9034331554,3710568.5107180574
R1,5,8,2,Conservative,535487.1417729019,3710764.411844421
R1,5,8,3,Conservative,535271.4822038639,3710269.198648241
R1,5,8,4,Conservative,535652.0056946529,3710624.1805961626
R1,5,8,5,Optimal,535783.7366744318,3710632.282199161
R1,5,8,6,Conservative,535530.6538187613,3710298.9114743965
R1,5,8,7,Conservative,535170.7017534274,3710125.8752981783
R1,5,8,8,Aggressive,535098.0196760035,3710047.3656953
R1,5,8,9,Conservative,534897.3039464328,3710110.5007374203
R1,5,8,10,Conservative,534939.965220454,3710262.914891151
R1,5,8,11,Conservative,535063.476347691,3710195.269938527
R1,5,9,1,Conservative,535465.1934883983,3710568.931046907
R1,5,9,2,Conservative,535487.1480077013,3710762.7200927916
R1,5,9,3,Conservative,535270.7768927069,3710268.3501786757
R1,5,9,4,Conservative,535650.5904941644,3710623.75241304
R1,5,9,5,Optimal,535783.0251485482,3710633.125442581
R1,5,9,6,Conservative,535530.6553791236,3710298.4885367663
R1,5,9,7,Conservative,535170.7002089643,3710126.2982356288
R1,5,9,8,Aggressive,535100.1372450893,3710049.488127211
R1,5,9,9,Conservative,534898.7299824341,3710107.968246924
R1,5,9,10,Conservative,534938.5514705706,3710262.063876111
R1,5,9,11,Conservative,535062.7710128778,3710194.421484485
R1,5,10,1,Conservative,535466.6009164217,3710571.4738915344
R1,5,10,2,Conservative,535487.1511251,3710761.874216977
R1,5,10,3,Conservative,535269.3631722784,3710267.4991148193
R1,5,10,4,Conservative,535649.8899398482,3710621.6351012117
R1,5,10,5,Optimal,535785.8649658303,3710631.444220765
R1,5,10,6,Conservative,535530.6538187613,3710298.9114743965
R1,5,10,7,Conservative,535169.9979672183,3710124.603898884
R1,5,10,8,Aggressive,535098.7265599772,3710047.791214292
R1,5,10,9,Optimal,534897.3085437798,3710109.2319252663
R1,5,10,10,Conservative,534939.960617245,3710264.1837036135
R1,5,10,11,Conservative,535063.4794272729,3710194.424063586
R1,5,11,1,Conservative,535465.1919307666,3710569.35398469
R1,5,11,2,Conservative,535489.2778026375,3710761.4591112374
R1,5,11,3,Conservative,535270.7830884391,3710266.658428444
R1,5,11,4,Conservative,535650.5920599682,3710623.3294751844
R1,5,11,5,Optimal,535784.4450570652,3710632.284831569
R1,5,11,6,Conservative,535529.9454117639,3710298.908860865
R1,5,11,7,Conservative,535170.698664501,3710126.72117308
R1,5,11,8,Aggressive,535098.0196760035,3710047.3656953
R1,5,11,9,Optimal,534896.5924611284,3710111.3440453634
R1,5,11,10,Conservative,534942.0889138067,3710263.3455391275
R1,5,11,11,Conservative,535062.7740923968,3710193.575609544
R1,5,12,1,Conservative,535467.3124187826,3710570.630625005
R1,5,12,2,Conservative,535489.9768226406,3710763.999349508
R1,5,12,3,Conservative,535268.6532142921,3710267.919458086
R1,5,12,4,Conservative,535649.1784250336,3710622.4783544177
R1,5,12,5,Conservative,535782.3246239484,3710631.0081208386
R1,5,12,6,Conservative,535527.1211450105,3710296.360781489
R1,5,12,7,Conservative,535171.4070839421,3710126.7237600805
R1,5,12,8,Optimal,535098.0181347736,3710047.788632687
R1,5,12,9,Conservative,534898.0123668998,3710110.5033043
R1,5,12,10,Conservative,534939.965220454,3710262.914891151
R1,5,12,11,Conservative,535063.4732681086,3710196.11581347
R1,5,13,1,Conservative,535465.9018754927,3710568.9336558417
R1,5,13,2,Conservative,535489.9799402893,3710763.153473692
R1,5,13,3,Conservative,535270.7768927069,3710268.3501786757
R1,5,13,4,Conservative,535649.8836767595,3710623.3268526294
R1,5,13,5,Optimal,535784.4450570652,3710632.284831569
R1,5,13,6,Conservative,535529.9438514326,3710299.331798496
R1,5,13,7,Conservative,535185.5352997459,3710137.771884899
R1,5,13,8,Optimal,535098.0165935435,3710048.211570075
R1,5,13,9,Conservative,534898.7299824341,3710107.968246924
R1,5,13,10,Conservative,534940.6766986046,3710262.0715862857
R1,5,13,11,Conservative,535063.4748078999,3710195.6928759995
R1,5,14,1,Conservative,535467.3202074092,3710568.5159360846
R1,5,14,2,Conservative,535489.2700086735,3710763.573800774
R1,5,14,3,Conservative,535271.4853017931,3710268.3527731234
R1,5,14,4,Conservative,535651.3004431758,3710623.3320977916
R1,5,14,5,Conservative,535784.4450570652,3710632.284831569
R1,5,14,6,Conservative,535529.2432459645,3710297.2144968673
R1,5,14,7,Conservative,535184.1200075289,3710137.343771401
R1,5,14,8,Optimal,535100.140327737,3710048.642252433
R1,5,14,9,Optimal,534896.5939935468,3710110.9211079786
R1,5,14,10,Conservative,534942.0919827989,3710262.4996641506
R1,5,14,11,Conservative,535062.7756321561,3710193.1526720747
R1,5,15,1,Conservative,535465.8987601666,3710569.7795314076
R1,5,15,2,Conservative,535487.8579392848,3710762.2997655547
R1,5,15,3,Conservative,535270.0700325243,3710267.9246467208
R1,5,15,4,Conservative,535649.8883740763,3710622.058039066
R1,5,15,5,Optimal,535785.1534396976,3710632.2874640287
R1,5,15,6,Conservative,535530.6538187613,3710298.9114743965
R1,5,15,7,Conservative,535169.9964227867,3710125.0268363315
R1,5,15,8,Aggressive,535098.725018716,3710048.2141516786
R1,5,15,9,Optimal,534897.3054788819,3710110.0778000373
R1,5,15,10,Conservative,534939.965220454,3710262.914891151
R1,5,15,11,Conservative,535063.4809670637,3710194.001126115
R1,5,16,1,Conservative,535468.0301522913,3710568.095607392
R1,5,16,2,Conservative,535489.2700086735,3710763.573800774
R1,5,16,3,Conservative,535271.4837528286,3710268.775710682
R1,5,16,4,Conservative,535649.1799907746,3710622.055416564
R1,5,16,5,Conservative,535783.0220052969,3710633.9713183586
R1,5,16,6,Conservative,535532.0675119101,3710299.7625768767
R1,5,16,7,Conservative,535171.4086284366,3710126.3008226287
R1,5,16,8,Aggressive,535100.1372450893,3710049.488127211
R1,5,16,9,Optimal,534897.3008815341,3710111.346612192
R1,5,16,10,Conservative,534939.965220454,3710262.914891151
R1,5,16,11,Conservative,535062.7725526374,3710193.9985470143
R1,5,17,1,Conservative,535465.9065484805,3710567.664842492
R1,5,17,2,Conservative,535489.2700086735,3710763.573800774
R1,5,17,3,Conservative,535271.499242467,3710264.5463351076
R1,5,17,4,Conservative,535650.5920599682,3710623.3294751844
R1,5,17,5,Conservative,535780.8921431757,3710635.2322352687
R1,5,17,6,Conservative,535529.946972095,3710298.4859232344
R1,5,17,7,Conservative,535184.8284261981,3710137.3463593926
R1,5,17,8,Optimal,535100.8487528791,3710048.6448341953
R1,5,17,9,Optimal,534896.5985908009,3710109.6522958246
R1,5,17,10,Conservative,534940.675164171,3710262.4945237725
R1,5,17,11,Conservative,535062.7756321561,3710193.1526720747
R1,5,18,1,Conservative,535466.6087048943,3710569.359202613
R1,5,18,2,Conservative,535489.2746850525,3710762.3049870515
R1,5,18,3,Conservative,535267.9386099395,3710269.608614079
R1,5,18,4,Conservative,535652.7109460052,3710625.029094586
R1,5,18,5,Conservative,535783.739817744,3710631.4363233848
R1,5,18,6,Conservative,535529.2401253653,3710298.0603721263
R1,5,18,7,Conservative,535182.7062601843,3710136.4927206524
R1,5,18,8,Optimal,535095.8974825747,3710046.5120760244
R1,5,18,9,Optimal,534897.307011331,3710109.654862651
R1,5,18,10,Conservative,534939.2491393109,3710265.0270085316
R1,5,18,11,Conservative,535063.4794272729,3710194.424063586
R1,5,19,1,Conservative,535465.9018754927,3710568.9336558417
R1,5,19,2,Conservative,535487.1480077013,3710762.7200927916
R1,5,19,3,Conservative,535270.0622880119,3710270.039334515
R1,5,19,4,Conservative,535649.1799907746,3710622.055416564
R1,5,19,5,Conservative,535782.3167659787,3710633.1228102767
R1,5,19,6,Conservative,535529.9485324259,3710298.0629856056
R1,5,19,7,Conservative,535185.5352997459,3710137.771884899
R1,5,19,8,Optimal,535097.3143331674,3710046.517238972
R1,5,19,9,Conservative,534897.3085437798,3710109.2319252663
R1,5,19,10,Conservative,534938.5545392508,3710261.218001137
R1,5,19,11,Conservative,535062.7725526374,3710193.9985470143
R1,5,20,1,Conservative,535466.6024741165,3710571.050953749
R1,5,20,2,Conservative,535485.0244477512,3710762.2893231865
R1,5,20,3,Conservative,535270.0684836222,3710268.34758428
R1,5,20,4,Conservative,535651.3020090105,3710622.9091599374
R1,5,20,5,Conservative,535782.3246239484,3710631.0081208386
R1,5,20,6,Conservative,535530.6553791236,3710298.4885367663
R1,5,20,7,Conservative,535170.7017534274,3710125.8752981783
R1,5,20,8,Aggressive,535100.1387864131,3710049.065189822
R1,5,20,9,Optimal,534896.6016556362,3710108.806421055
R1,5,20,10,Conservative,534939.2614142855,3710261.6435086294
R1,5,20,11,Conservative,535065.6077502304,3710193.5859262636
R1,5,21,1,Conservative,535465.1934883983,3710568.931046907
R1,5,21,2,Conservative,535485.0260063572,3710761.8663852806
R1,5,21,3,Conservative,535269.3616234075,3710267.9220523774
R1,5,21,4,Conservative,535649.1831222561,3710621.2095408565
R1,5,21,5,Conservative,535781.6115265344,3710632.2743022502
R1,5,21,6,Conservative,535529.946972095,3710298.4859232344
R1,5,21,7,Conservative,535169.991789491,3710126.2956486824
R1,5,21,8,Optimal,535100.8502942338,3710048.2218968063
R1,5,21,9,Optimal,534895.8871054973,3710110.495603818
R1,5,21,10,Conservative,534939.9590828416,3710264.6066411017
R1,5,21,11,Conservative,535063.4825068542,3710193.5781886457
R1,5,22,1,Conservative,535465.1950460301,3710568.508109122
R1,5,22,2,Conservative,535489.987734408,3710761.038784157
R1,5,22,3,Conservative,535269.3616234075,3710267.9220523774
R1,5,22,4,Conservative,535649.1831222561,3710621.2095408565
R1,5,22,5,Optimal,535783.0267201735,3710632.7025046917
R1,5,22,6,Conservative,535505.2322473655,3710276.8246639506
R1,5,22,7,Conservative,535171.4101729308,3710125.8778851773
R1,5,22,8,Aggressive,535098.7281012383,3710047.368276904
R1,5,22,9,Optimal,534896.5985908009,3710109.6522958246
R1,5,22,10,Conservative,534939.2614142855,3710261.6435086294
R1,5,22,11,Conservative,535062.7725526374,3710193.9985470143
R1,5,23,1,Conservative,535465.9003178297,3710569.3565936256
R1,5,23,2,Conservative,535487.1573598955,3710760.182465355
R1,5,23,3,Conservative,535268.6532142921,3710267.919458086
R1,5,23,4,Conservative,535652.015089847,3710621.6429690323
R1,5,23,5,Optimal,535783.739817744,3710631.4363233848
R1,5,23,6,Conservative,535530.6553791236,3710298.4885367663
R1,5,23,7,Conservative,535171.4086284366,3710126.3008226287
R1,5,23,8,Aggressive,535099.4334438887,3710048.216733336
R1,5,23,9,Conservative,534897.3162060217,3710107.1172383474
R1,5,23,10,Conservative,534940.6813019047,3710260.802773826
R1,5,23,11,Conservative,535061.3572634803,3710193.570451496
R1,5,24,1,Conservative,535465.1857002378,3710571.0457358253
R1,5,24,2,Conservative,535489.2855965976,3710759.3444217066
R1,5,24,3,Conservative,535266.5403769123,3710264.528175075
R1,5,24,4,Conservative,535649.882110987,3710623.7497904846
R1,5,24,5,Conservative,535780.9015723702,3710632.694607938
R1,5,24,6,Conservative,535553.2119860303,3710329.023707664
R1,5,24,7,Conservative,535170.7002089643,3710126.2982356288
R1,5,24,8,Aggressive,535100.140327737,3710048.642252433
R1,5,24,9,Optimal,534896.6001232186,3710109.229358439
R1,5,24,10,Conservative,534939.2598799142,3710262.0664461176
R1,5,24,11,Conservative,535062.7725526374,3710193.9985470143
R1,5,25,1,Conservative,535465.1872578702,3710570.6227980405
R1,5,25,2,Conservative,535489.984616761,3710761.88465997
R1,5,25,3,Conservative,535270.0700325243,3710267.9246467208
R1,5,25,4,Conservative,535649.8852425319,3710622.903914775
R1,5,25,5,Conservative,535783.738246088,3710631.859261272
R1,5,25,6,Conservative,535551.8029829687,3710326.903789034
R1,5,25,7,Conservative,535170.7017534274,3710125.8752981783
R1,5,25,8,Optimal,535098.7296424992,3710046.9453395163
R1,5,25,9,Optimal,534895.8871054973,3710110.495603818
R1,5,25,10,Conservative,534940.6766986046,3710262.0715862857
R1,5,25,11,Conservative,535064.8977959194,3710194.006284476
R1,5,26,1,Conservative,535464.4851013032,3710568.9284380237
R1,5,26,2,Conservative,535488.5694296919,3710761.456500463
R1,5,26,3,Conservative,535267.9463539844,3710267.4939262895
R1,5,26,4,Conservative,535649.1768592924,3710622.901292272
R1,5,26,5,Optimal,535784.4466287525,3710631.86189368
